date,amount,description
3169-09-05,-200,Grocery shopping
3169-11-03,-1000,Electricity bill
3169-12-07,2500,Client payment
3169-12-01,5000,Salary payment
3170-01-02,-3000,Rent payment
3170-02-05,-200,Grocery shopping
3170-04-03,-1000,Electricity bill
3170-05-07,2500,Client payment
3170-05-01,5000,Salary payment
3170-06-02,-3000,Rent payment
3170-07-05,-200,Grocery shopping
3170-09-03,-1000,Electricity bill
3170-10-07,2500,Client payment
3170-10-01,5000,Salary payment
3170-11-02,-3000,Rent payment
3170-12-05,-200,Grocery shopping
3171-02-03,-1000,Electricity bill
3171-03-07,2500,Client payment
3171-03-01,5000,Salary payment
3171-04-02,-3000,Rent payment
3171-05-05,-200,Grocery shopping
3171-07-03,-1000,Electricity bill
3171-08-07,2500,Client payment
3171-08-01,5000,Salary payment
3171-09-02,-3000,Rent payment
3171-10-05,-200,Grocery shopping
3171-12-03,-1000,Electricity bill
3172-01-07,2500,Client payment
3172-01-01,5000,Salary payment
3172-02-02,-3000,Rent payment
3172-03-05,-200,Grocery shopping
3172-05-03,-1000,Electricity bill
3172-06-07,2500,Client payment
3172-06-01,5000,Salary payment
3172-07-02,-3000,Rent payment
3172-08-05,-200,Grocery shopping
3172-10-03,-1000,Electricity bill
3172-11-07,2500,Client payment
3172-11-01,5000,Salary payment
3172-12-02,-3000,Rent payment
3173-01-05,-200,Grocery shopping
3173-03-03,-1000,Electricity bill
3173-04-07,2500,Client payment
3173-04-01,5000,Salary payment
3173-05-02,-3000,Rent payment
3173-06-05,-200,Grocery shopping
3173-08-03,-1000,Electricity bill
3173-09-07,2500,Client payment
3173-09-01,5000,Salary payment
3173-10-02,-3000,Rent payment
3173-11-05,-200,Grocery shopping
3174-01-03,-1000,Electricity bill
3174-02-07,2500,Client payment
3174-02-01,5000,Salary payment
3174-03-02,-3000,Rent payment
3174-04-05,-200,Grocery shopping
3174-06-03,-1000,Electricity bill
3174-07-07,2500,Client payment
3174-07-01,5000,Salary payment
3174-08-02,-3000,Rent payment
3174-09-05,-200,Grocery shopping
3174-11-03,-1000,Electricity bill
3174-12-07,2500,Client payment
3174-12-01,5000,Salary payment
3175-01-02,-3000,Rent payment
3175-02-05,-200,Grocery shopping
3175-04-03,-1000,Electricity bill
3175-05-07,2500,Client payment
3175-05-01,5000,Salary payment
3175-06-02,-3000,Rent payment
3175-07-05,-200,Grocery shopping
3175-09-03,-1000,Electricity bill
3175-10-07,2500,Client payment
3175-10-01,5000,Salary payment
3175-11-02,-3000,Rent payment
3175-12-05,-200,Grocery shopping
3176-02-03,-1000,Electricity bill
3176-03-07,2500,Client payment
3176-03-01,5000,Salary payment
3176-04-02,-3000,Rent payment
3176-05-05,-200,Grocery shopping
3176-07-03,-1000,Electricity bill
3176-08-07,2500,Client payment
3176-08-01,5000,Salary payment
3176-09-02,-3000,Rent payment
3176-10-05,-200,Grocery shopping
3176-12-03,-1000,Electricity bill
3177-01-07,2500,Client payment
3177-01-01,5000,Salary payment
3177-02-02,-3000,Rent payment
3177-03-05,-200,Grocery shopping
3177-05-03,-1000,Electricity bill
3177-06-07,2500,Client payment
3177-06-01,5000,Salary payment
3177-07-02,-3000,Rent payment
3177-08-05,-200,Grocery shopping
3177-10-03,-1000,Electricity bill
3177-11-07,2500,Client payment
3177-11-01,5000,Salary payment
3177-12-02,-3000,Rent payment
3178-01-05,-200,Grocery shopping
3178-03-03,-1000,Electricity bill
3178-04-07,2500,Client payment
3178-04-01,5000,Salary payment
3178-05-02,-3000,Rent payment
3178-06-05,-200,Grocery shopping
3178-08-03,-1000,Electricity bill
3178-09-07,2500,Client payment
3178-09-01,5000,Salary payment
3178-10-02,-3000,Rent payment
3178-11-05,-200,Grocery shopping
3179-01-03,-1000,Electricity bill
3179-02-07,2500,Client payment
3179-02-01,5000,Salary payment
3179-03-02,-3000,Rent payment
3179-04-05,-200,Grocery shopping
3179-06-03,-1000,Electricity bill
3179-07-07,2500,Client payment
3179-07-01,5000,Salary payment
3179-08-02,-3000,Rent payment
3179-09-05,-200,Grocery shopping
3179-11-03,-1000,Electricity bill
3179-12-07,2500,Client payment
3179-12-01,5000,Salary payment
3180-01-02,-3000,Rent payment
3180-02-05,-200,Grocery shopping
3180-04-03,-1000,Electricity bill
3180-05-07,2500,Client payment
3180-05-01,5000,Salary payment
3180-06-02,-3000,Rent payment
3180-07-05,-200,Grocery shopping
3180-09-03,-1000,Electricity bill
3180-10-07,2500,Client payment
3180-10-01,5000,Salary payment
3180-11-02,-3000,Rent payment
3180-12-05,-200,Grocery shopping
3181-02-03,-1000,Electricity bill
3181-03-07,2500,Client payment
3181-03-01,5000,Salary payment
3181-04-02,-3000,Rent payment
3181-05-05,-200,Grocery shopping
3181-07-03,-1000,Electricity bill
3181-08-07,2500,Client payment
3181-08-01,5000,Salary payment
3181-09-02,-3000,Rent payment
3181-10-05,-200,Grocery shopping
3181-12-03,-1000,Electricity bill
3182-01-07,2500,Client payment
3182-01-01,5000,Salary payment
3182-02-02,-3000,Rent payment
3182-03-05,-200,Grocery shopping
3182-05-03,-1000,Electricity bill
3182-06-07,2500,Client payment
3182-06-01,5000,Salary payment
3182-07-02,-3000,Rent payment
3182-08-05,-200,Grocery shopping
3182-10-03,-1000,Electricity bill
3182-11-07,2500,Client payment
3182-11-01,5000,Salary payment
3182-12-02,-3000,Rent payment
3183-01-05,-200,Grocery shopping
3183-03-03,-1000,Electricity bill
3183-04-07,2500,Client payment
3183-04-01,5000,Salary payment
3183-05-02,-3000,Rent payment
3183-06-05,-200,Grocery shopping
3183-08-03,-1000,Electricity bill
3183-09-07,2500,Client payment
3183-09-01,5000,Salary payment
3183-10-02,-3000,Rent payment
3183-11-05,-200,Grocery shopping
3184-01-03,-1000,Electricity bill
3184-02-07,2500,Client payment
3184-02-01,5000,Salary payment
3184-03-02,-3000,Rent payment
3184-04-05,-200,Grocery shopping
3184-06-03,-1000,Electricity bill
3184-07-07,2500,Client payment
3184-07-01,5000,Salary payment
3184-08-02,-3000,Rent payment
3184-09-05,-200,Grocery shopping
3184-11-03,-1000,Electricity bill
3184-12-07,2500,Client payment
3184-12-01,5000,Salary payment
3185-01-02,-3000,Rent payment
3185-02-05,-200,Grocery shopping
3185-04-03,-1000,Electricity bill
3185-05-07,2500,Client payment
3185-05-01,5000,Salary payment
3185-06-02,-3000,Rent payment
3185-07-05,-200,Grocery shopping
3185-09-03,-1000,Electricity bill
3185-10-07,2500,Client payment
3185-10-01,5000,Salary payment
3185-11-02,-3000,Rent payment
3185-12-05,-200,Grocery shopping
3186-02-03,-1000,Electricity bill
3186-03-07,2500,Client payment
3186-03-01,5000,Salary payment
3186-04-02,-3000,Rent payment
3186-05-05,-200,Grocery shopping
3186-07-03,-1000,Electricity bill
3186-08-07,2500,Client payment
3186-08-01,5000,Salary payment
3186-09-02,-3000,Rent payment
3186-10-05,-200,Grocery shopping
3186-12-03,-1000,Electricity bill
3187-01-07,2500,Client payment
3187-01-01,5000,Salary payment
3187-02-02,-3000,Rent payment
3187-03-05,-200,Grocery shopping
3187-05-03,-1000,Electricity bill
3187-06-07,2500,Client payment
3187-06-01,5000,Salary payment
3187-07-02,-3000,Rent payment
3187-08-05,-200,Grocery shopping
3187-10-03,-1000,Electricity bill
3187-11-07,2500,Client payment
3187-11-01,5000,Salary payment
3187-12-02,-3000,Rent payment
3188-01-05,-200,Grocery shopping
3188-03-03,-1000,Electricity bill
3188-04-07,2500,Client payment
3188-04-01,5000,Salary payment
3188-05-02,-3000,Rent payment
3188-06-05,-200,Grocery shopping
3188-08-03,-1000,Electricity bill
3188-09-07,2500,Client payment
3188-09-01,5000,Salary payment
3188-10-02,-3000,Rent payment
3188-11-05,-200,Grocery shopping
3189-01-03,-1000,Electricity bill
3189-02-07,2500,Client payment
3189-02-01,5000,Salary payment
3189-03-02,-3000,Rent payment
3189-04-05,-200,Grocery shopping
3189-06-03,-1000,Electricity bill
3189-07-07,2500,Client payment
3189-07-01,5000,Salary payment
3189-08-02,-3000,Rent payment
3189-09-05,-200,Grocery shopping
3189-11-03,-1000,Electricity bill
3189-12-07,2500,Client payment
3189-12-01,5000,Salary payment
3190-01-02,-3000,Rent payment
3190-02-05,-200,Grocery shopping
3190-04-03,-1000,Electricity bill
3190-05-07,2500,Client payment
3190-05-01,5000,Salary payment
3190-06-02,-3000,Rent payment
3190-07-05,-200,Grocery shopping
3190-09-03,-1000,Electricity bill
3190-10-07,2500,Client payment
3190-10-01,5000,Salary payment
3190-11-02,-3000,Rent payment
3190-12-05,-200,Grocery shopping
3191-02-03,-1000,Electricity bill
3191-03-07,2500,Client payment
3191-03-01,5000,Salary payment
3191-04-02,-3000,Rent payment
3191-05-05,-200,Grocery shopping
3191-07-03,-1000,Electricity bill
3191-08-07,2500,Client payment
3191-08-01,5000,Salary payment
3191-09-02,-3000,Rent payment
3191-10-05,-200,Grocery shopping
3191-12-03,-1000,Electricity bill
3192-01-07,2500,Client payment
3192-01-01,5000,Salary payment
3192-02-02,-3000,Rent payment
3192-03-05,-200,Grocery shopping
3192-05-03,-1000,Electricity bill
3192-06-07,2500,Client payment
3192-06-01,5000,Salary payment
3192-07-02,-3000,Rent payment
3192-08-05,-200,Grocery shopping
3192-10-03,-1000,Electricity bill
3192-11-07,2500,Client payment
3192-11-01,5000,Salary payment
3192-12-02,-3000,Rent payment
3193-01-05,-200,Grocery shopping
3193-03-03,-1000,Electricity bill
3193-04-07,2500,Client payment
3193-04-01,5000,Salary payment
3193-05-02,-3000,Rent payment
3193-06-05,-200,Grocery shopping
3193-08-03,-1000,Electricity bill
3193-09-07,2500,Client payment
3193-09-01,5000,Salary payment
3193-10-02,-3000,Rent payment
3193-11-05,-200,Grocery shopping
3194-01-03,-1000,Electricity bill
3194-02-07,2500,Client payment
3194-02-01,5000,Salary payment
3194-03-02,-3000,Rent payment
3194-04-05,-200,Grocery shopping
3194-06-03,-1000,Electricity bill
3194-07-07,2500,Client payment
3194-07-01,5000,Salary payment
3194-08-02,-3000,Rent payment
3194-09-05,-200,Grocery shopping
3194-11-03,-1000,Electricity bill
3194-12-07,2500,Client payment
3194-12-01,5000,Salary payment
3195-01-02,-3000,Rent payment
3195-02-05,-200,Grocery shopping
3195-04-03,-1000,Electricity bill
3195-05-07,2500,Client payment
3195-05-01,5000,Salary payment
3195-06-02,-3000,Rent payment
3195-07-05,-200,Grocery shopping
3195-09-03,-1000,Electricity bill
3195-10-07,2500,Client payment
3195-10-01,5000,Salary payment
3195-11-02,-3000,Rent payment
3195-12-05,-200,Grocery shopping
3196-02-03,-1000,Electricity bill
3196-03-07,2500,Client payment
3196-03-01,5000,Salary payment
3196-04-02,-3000,Rent payment
3196-05-05,-200,Grocery shopping
3196-07-03,-1000,Electricity bill
3196-08-07,2500,Client payment
3196-08-01,5000,Salary payment
3196-09-02,-3000,Rent payment
3196-10-05,-200,Grocery shopping
3196-12-03,-1000,Electricity bill
3197-01-07,2500,Client payment
3197-01-01,5000,Salary payment
3197-02-02,-3000,Rent payment
3197-03-05,-200,Grocery shopping
3197-05-03,-1000,Electricity bill
3197-06-07,2500,Client payment
3197-06-01,5000,Salary payment
3197-07-02,-3000,Rent payment
3197-08-05,-200,Grocery shopping
3197-10-03,-1000,Electricity bill
3197-11-07,2500,Client payment
3197-11-01,5000,Salary payment
3197-12-02,-3000,Rent payment
3198-01-05,-200,Grocery shopping
3198-03-03,-1000,Electricity bill
3198-04-07,2500,Client payment
3198-04-01,5000,Salary payment
3198-05-02,-3000,Rent payment
3198-06-05,-200,Grocery shopping
3198-08-03,-1000,Electricity bill
3198-09-07,2500,Client payment
3198-09-01,5000,Salary payment
3198-10-02,-3000,Rent payment
3198-11-05,-200,Grocery shopping
3199-01-03,-1000,Electricity bill
3199-02-07,2500,Client payment
3199-02-01,5000,Salary payment
3199-03-02,-3000,Rent payment
3199-04-05,-200,Grocery shopping
3199-06-03,-1000,Electricity bill
3199-07-07,2500,Client payment
3199-07-01,5000,Salary payment
3199-08-02,-3000,Rent payment
3199-09-05,-200,Grocery shopping
3199-11-03,-1000,Electricity bill
3199-12-07,2500,Client payment
3199-12-01,5000,Salary payment
3200-01-02,-3000,Rent payment
3200-02-05,-200,Grocery shopping
3200-04-03,-1000,Electricity bill
3200-05-07,2500,Client payment
3200-05-01,5000,Salary payment
3200-06-02,-3000,Rent payment
3200-07-05,-200,Grocery shopping
3200-09-03,-1000,Electricity bill
3200-10-07,2500,Client payment
3200-10-01,5000,Salary payment
3200-11-02,-3000,Rent payment
3200-12-05,-200,Grocery shopping
3201-02-03,-1000,Electricity bill
3201-03-07,2500,Client payment
3201-03-01,5000,Salary payment
3201-04-02,-3000,Rent payment
3201-05-05,-200,Grocery shopping
3201-07-03,-1000,Electricity bill
3201-08-07,2500,Client payment
3201-08-01,5000,Salary payment
3201-09-02,-3000,Rent payment
3201-10-05,-200,Grocery shopping
3201-12-03,-1000,Electricity bill
3202-01-07,2500,Client payment
3202-01-01,5000,Salary payment
3202-02-02,-3000,Rent payment
3202-03-05,-200,Grocery shopping
3202-05-03,-1000,Electricity bill
3202-06-07,2500,Client payment
3202-06-01,5000,Salary payment
3202-07-02,-3000,Rent payment
3202-08-05,-200,Grocery shopping
3202-10-03,-1000,Electricity bill
3202-11-07,2500,Client payment
3202-11-01,5000,Salary payment
3202-12-02,-3000,Rent payment
3203-01-05,-200,Grocery shopping
3203-03-03,-1000,Electricity bill
3203-04-07,2500,Client payment
3203-04-01,5000,Salary payment
3203-05-02,-3000,Rent payment
3203-06-05,-200,Grocery shopping
3203-08-03,-1000,Electricity bill
3203-09-07,2500,Client payment
3203-09-01,5000,Salary payment
3203-10-02,-3000,Rent payment
3203-11-05,-200,Grocery shopping
3204-01-03,-1000,Electricity bill
3204-02-07,2500,Client payment
3204-02-01,5000,Salary payment
3204-03-02,-3000,Rent payment
3204-04-05,-200,Grocery shopping
3204-06-03,-1000,Electricity bill
3204-07-07,2500,Client payment
3204-07-01,5000,Salary payment
3204-08-02,-3000,Rent payment
3204-09-05,-200,Grocery shopping
3204-11-03,-1000,Electricity bill
3204-12-07,2500,Client payment
3204-12-01,5000,Salary payment
3205-01-02,-3000,Rent payment
3205-02-05,-200,Grocery shopping
3205-04-03,-1000,Electricity bill
3205-05-07,2500,Client payment
3205-05-01,5000,Salary payment
3205-06-02,-3000,Rent payment
3205-07-05,-200,Grocery shopping
3205-09-03,-1000,Electricity bill
3205-10-07,2500,Client payment
3205-10-01,5000,Salary payment
3205-11-02,-3000,Rent payment
3205-12-05,-200,Grocery shopping
3206-02-03,-1000,Electricity bill
3206-03-07,2500,Client payment
3206-03-01,5000,Salary payment
3206-04-02,-3000,Rent payment
3206-05-05,-200,Grocery shopping
3206-07-03,-1000,Electricity bill
3206-08-07,2500,Client payment
3206-08-01,5000,Salary payment
3206-09-02,-3000,Rent payment
3206-10-05,-200,Grocery shopping
3206-12-03,-1000,Electricity bill
3207-01-07,2500,Client payment
3207-01-01,5000,Salary payment
3207-02-02,-3000,Rent payment
3207-03-05,-200,Grocery shopping
3207-05-03,-1000,Electricity bill
3207-06-07,2500,Client payment
3207-06-01,5000,Salary payment
3207-07-02,-3000,Rent payment
3207-08-05,-200,Grocery shopping
3207-10-03,-1000,Electricity bill
3207-11-07,2500,Client payment
3207-11-01,5000,Salary payment
3207-12-02,-3000,Rent payment
3208-01-05,-200,Grocery shopping
3208-03-03,-1000,Electricity bill
3208-04-07,2500,Client payment
3208-04-01,5000,Salary payment
3208-05-02,-3000,Rent payment
3208-06-05,-200,Grocery shopping
3208-08-03,-1000,Electricity bill
3208-09-07,2500,Client payment
3208-09-01,5000,Salary payment
3208-10-02,-3000,Rent payment
3208-11-05,-200,Grocery shopping
3209-01-03,-1000,Electricity bill
3209-02-07,2500,Client payment
3209-02-01,5000,Salary payment
3209-03-02,-3000,Rent payment
3209-04-05,-200,Grocery shopping
3209-06-03,-1000,Electricity bill
3209-07-07,2500,Client payment
3209-07-01,5000,Salary payment
3209-08-02,-3000,Rent payment
3209-09-05,-200,Grocery shopping
3209-11-03,-1000,Electricity bill
3209-12-07,2500,Client payment
3209-12-01,5000,Salary payment
3210-01-02,-3000,Rent payment
3210-02-05,-200,Grocery shopping
3210-04-03,-1000,Electricity bill
3210-05-07,2500,Client payment
3210-05-01,5000,Salary payment
3210-06-02,-3000,Rent payment
3210-07-05,-200,Grocery shopping
3210-09-03,-1000,Electricity bill
3210-10-07,2500,Client payment
3210-10-01,5000,Salary payment
3210-11-02,-3000,Rent payment
3210-12-05,-200,Grocery shopping
3211-02-03,-1000,Electricity bill
3211-03-07,2500,Client payment
3211-03-01,5000,Salary payment
3211-04-02,-3000,Rent payment
3211-05-05,-200,Grocery shopping
3211-07-03,-1000,Electricity bill
3211-08-07,2500,Client payment
3211-08-01,5000,Salary payment
3211-09-02,-3000,Rent payment
3211-10-05,-200,Grocery shopping
3211-12-03,-1000,Electricity bill
3212-01-07,2500,Client payment
3212-01-01,5000,Salary payment
3212-02-02,-3000,Rent payment
3212-03-05,-200,Grocery shopping
3212-05-03,-1000,Electricity bill
3212-06-07,2500,Client payment
3212-06-01,5000,Salary payment
3212-07-02,-3000,Rent payment
3212-08-05,-200,Grocery shopping
3212-10-03,-1000,Electricity bill
3212-11-07,2500,Client payment
3212-11-01,5000,Salary payment
3212-12-02,-3000,Rent payment
3213-01-05,-200,Grocery shopping
3213-03-03,-1000,Electricity bill
3213-04-07,2500,Client payment
3213-04-01,5000,Salary payment
3213-05-02,-3000,Rent payment
3213-06-05,-200,Grocery shopping
3213-08-03,-1000,Electricity bill
3213-09-07,2500,Client payment
3213-09-01,5000,Salary payment
3213-10-02,-3000,Rent payment
3213-11-05,-200,Grocery shopping
3214-01-03,-1000,Electricity bill
3214-02-07,2500,Client payment
3214-02-01,5000,Salary payment
3214-03-02,-3000,Rent payment
3214-04-05,-200,Grocery shopping
3214-06-03,-1000,Electricity bill
3214-07-07,2500,Client payment
3214-07-01,5000,Salary payment
3214-08-02,-3000,Rent payment
3214-09-05,-200,Grocery shopping
3214-11-03,-1000,Electricity bill
3214-12-07,2500,Client payment
3214-12-01,5000,Salary payment
3215-01-02,-3000,Rent payment
3215-02-05,-200,Grocery shopping
3215-04-03,-1000,Electricity bill
3215-05-07,2500,Client payment
3215-05-01,5000,Salary payment
3215-06-02,-3000,Rent payment
3215-07-05,-200,Grocery shopping
3215-09-03,-1000,Electricity bill
3215-10-07,2500,Client payment
3215-10-01,5000,Salary payment
3215-11-02,-3000,Rent payment
3215-12-05,-200,Grocery shopping
3216-02-03,-1000,Electricity bill
3216-03-07,2500,Client payment
3216-03-01,5000,Salary payment
3216-04-02,-3000,Rent payment
3216-05-05,-200,Grocery shopping
3216-07-03,-1000,Electricity bill
3216-08-07,2500,Client payment
3216-08-01,5000,Salary payment
3216-09-02,-3000,Rent payment
3216-10-05,-200,Grocery shopping
3216-12-03,-1000,Electricity bill
3217-01-07,2500,Client payment
3217-01-01,5000,Salary payment
3217-02-02,-3000,Rent payment
3217-03-05,-200,Grocery shopping
3217-05-03,-1000,Electricity bill
3217-06-07,2500,Client payment
3217-06-01,5000,Salary payment
3217-07-02,-3000,Rent payment
3217-08-05,-200,Grocery shopping
3217-10-03,-1000,Electricity bill
3217-11-07,2500,Client payment
3217-11-01,5000,Salary payment
3217-12-02,-3000,Rent payment
3218-01-05,-200,Grocery shopping
3218-03-03,-1000,Electricity bill
3218-04-07,2500,Client payment
3218-04-01,5000,Salary payment
